"period","triggered","tradesPerMonth","win2R","stops","timeouts","touch1R","netR","avgR","backtestId"
"2021_2026","100","1.7","30","39","31","59","43.03","0.43","75bff8c2c2f91b50c06e464b8f0f8d7f"
